scenario,amplitude_tier,config_key,config_name,run_id,study_name,config_profile,artifact_dir,analysis_status,baseline_command_throttle,baseline_actuator_1,baseline_actuator_2,baseline_actuator_3,baseline_actuator_4,baseline_sample_count,active_sample_count,aligned_sample_count,pulse_count_seen,mean_delta_actuator_pos,mean_delta_actuator_neg,slope_median,slope_abs_median,baseline_noise_mad,snr,accepted,failsafe_during_experiment,completion_reason,rejection_reasons,anomaly_summary,status,exit_code,research_acceptance
proxy_dynamic,small,proxy_dynamic-small,ardupilot_a2_stabilize_readiness_proxy_dynamic_small.yaml,20260415_071649_ardupilot_manual_alternating_pulse_train_throttle_r1,ardupilot_a2_stabilize_readiness_proxy_dynamic_small,ardupilot_a2_stabilize_readiness_proxy_dynamic_small,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_071649_ardupilot_manual_alternating_pulse_train_throttle_r1,ok,0.65,0.1,0.1,0.1,0.1,157,34,191,5,-0.1,-0.1,-3.0864197530864215,3.0864197530864215,0.0,100000.00000000001,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
proxy_dynamic,small,proxy_dynamic-small,ardupilot_a2_stabilize_readiness_proxy_dynamic_small.yaml,20260415_071723_ardupilot_manual_alternating_pulse_train_throttle_r2,ardupilot_a2_stabilize_readiness_proxy_dynamic_small,ardupilot_a2_stabilize_readiness_proxy_dynamic_small,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_071723_ardupilot_manual_alternating_pulse_train_throttle_r2,ok,0.65,0.1,0.1,0.1,0.1,156,34,190,5,-0.1,-0.1,-3.0864197530864215,3.0864197530864215,0.0,100000.00000000001,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
proxy_dynamic,small,proxy_dynamic-small,ardupilot_a2_stabilize_readiness_proxy_dynamic_small.yaml,20260415_071757_ardupilot_manual_alternating_pulse_train_throttle_r3,ardupilot_a2_stabilize_readiness_proxy_dynamic_small,ardupilot_a2_stabilize_readiness_proxy_dynamic_small,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_071757_ardupilot_manual_alternating_pulse_train_throttle_r3,ok,0.65,0.1,0.1,0.1,0.1,157,32,189,5,-0.1,-0.1,-3.0864197530864215,3.0864197530864215,0.0,100000.00000000001,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
proxy_dynamic,small,proxy_dynamic-small,ardupilot_a2_stabilize_readiness_proxy_dynamic_small.yaml,20260415_071832_ardupilot_manual_alternating_pulse_train_throttle_r4,ardupilot_a2_stabilize_readiness_proxy_dynamic_small,ardupilot_a2_stabilize_readiness_proxy_dynamic_small,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_071832_ardupilot_manual_alternating_pulse_train_throttle_r4,ok,0.65,0.1,0.1,0.1,0.1,158,32,190,5,-0.1,-0.1,-3.0864197530864215,3.0864197530864215,0.0,100000.00000000001,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
proxy_dynamic,small,proxy_dynamic-small,ardupilot_a2_stabilize_readiness_proxy_dynamic_small.yaml,20260415_071906_ardupilot_manual_alternating_pulse_train_throttle_r5,ardupilot_a2_stabilize_readiness_proxy_dynamic_small,ardupilot_a2_stabilize_readiness_proxy_dynamic_small,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_071906_ardupilot_manual_alternating_pulse_train_throttle_r5,ok,0.65,0.1,0.1,0.1,0.1,158,32,190,5,-0.1,-0.1,-3.0864197530864215,3.0864197530864215,0.0,100000.00000000001,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
proxy_dynamic,medium,proxy_dynamic-medium,ardupilot_a2_stabilize_readiness_proxy_dynamic_medium.yaml,20260415_071940_ardupilot_manual_alternating_pulse_train_throttle_r1,ardupilot_a2_stabilize_readiness_proxy_dynamic_medium,ardupilot_a2_stabilize_readiness_proxy_dynamic_medium,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_071940_ardupilot_manual_alternating_pulse_train_throttle_r1,ok,0.65,0.1,0.1,0.1,0.1,155,33,188,5,-0.1,-0.1,-1.5432098765432107,1.5432098765432107,0.0,100000.00000000001,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
proxy_dynamic,medium,proxy_dynamic-medium,ardupilot_a2_stabilize_readiness_proxy_dynamic_medium.yaml,20260415_072014_ardupilot_manual_alternating_pulse_train_throttle_r2,ardupilot_a2_stabilize_readiness_proxy_dynamic_medium,ardupilot_a2_stabilize_readiness_proxy_dynamic_medium,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_072014_ardupilot_manual_alternating_pulse_train_throttle_r2,ok,0.65,0.1,0.1,0.1,0.1,156,33,189,5,-0.1,-0.1,-1.5432098765432107,1.5432098765432107,0.0,100000.00000000001,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
proxy_dynamic,medium,proxy_dynamic-medium,ardupilot_a2_stabilize_readiness_proxy_dynamic_medium.yaml,20260415_072049_ardupilot_manual_alternating_pulse_train_throttle_r3,ardupilot_a2_stabilize_readiness_proxy_dynamic_medium,ardupilot_a2_stabilize_readiness_proxy_dynamic_medium,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_072049_ardupilot_manual_alternating_pulse_train_throttle_r3,ok,0.65,0.1,0.1,0.1,0.1,155,34,189,5,-0.1,-0.1,-1.5432098765432107,1.5432098765432107,0.0,100000.00000000001,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
proxy_dynamic,medium,proxy_dynamic-medium,ardupilot_a2_stabilize_readiness_proxy_dynamic_medium.yaml,20260415_072123_ardupilot_manual_alternating_pulse_train_throttle_r4,ardupilot_a2_stabilize_readiness_proxy_dynamic_medium,ardupilot_a2_stabilize_readiness_proxy_dynamic_medium,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_072123_ardupilot_manual_alternating_pulse_train_throttle_r4,ok,0.65,0.1,0.1,0.1,0.1,159,32,191,5,-0.1,-0.1,-1.5432098765432107,1.5432098765432107,0.0,100000.00000000001,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
proxy_dynamic,medium,proxy_dynamic-medium,ardupilot_a2_stabilize_readiness_proxy_dynamic_medium.yaml,20260415_072157_ardupilot_manual_alternating_pulse_train_throttle_r5,ardupilot_a2_stabilize_readiness_proxy_dynamic_medium,ardupilot_a2_stabilize_readiness_proxy_dynamic_medium,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_072157_ardupilot_manual_alternating_pulse_train_throttle_r5,ok,0.65,0.1,0.1,0.1,0.1,157,33,190,5,-0.1,-0.1,-1.5432098765432107,1.5432098765432107,0.0,100000.00000000001,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
throttle_biased,small,throttle_biased-small,ardupilot_a2_stabilize_readiness_throttle_biased_small.yaml,20260415_072231_ardupilot_manual_alternating_pulse_train_throttle_r1,ardupilot_a2_stabilize_readiness_throttle_biased_small,ardupilot_a2_stabilize_readiness_throttle_biased_small,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_072231_ardupilot_manual_alternating_pulse_train_throttle_r1,ok,0.6920000000000001,0.1,0.1,0.1,0.1,157,33,190,5,-0.1,-0.099,0.0,3.0864197530864215,0.0,100000.00000000001,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
throttle_biased,small,throttle_biased-small,ardupilot_a2_stabilize_readiness_throttle_biased_small.yaml,20260415_072306_ardupilot_manual_alternating_pulse_train_throttle_r2,ardupilot_a2_stabilize_readiness_throttle_biased_small,ardupilot_a2_stabilize_readiness_throttle_biased_small,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_072306_ardupilot_manual_alternating_pulse_train_throttle_r2,ok,0.6920000000000001,0.1,0.1,0.1,0.1,155,33,188,5,-0.1,-0.099,0.0,3.0864197530864215,0.0,100000.00000000001,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
throttle_biased,small,throttle_biased-small,ardupilot_a2_stabilize_readiness_throttle_biased_small.yaml,20260415_072340_ardupilot_manual_alternating_pulse_train_throttle_r3,ardupilot_a2_stabilize_readiness_throttle_biased_small,ardupilot_a2_stabilize_readiness_throttle_biased_small,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_072340_ardupilot_manual_alternating_pulse_train_throttle_r3,ok,0.6920000000000001,0.1,0.1,0.1,0.1,155,35,190,5,-0.1,-0.099,0.0,3.0864197530864215,0.0,100000.00000000001,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
throttle_biased,small,throttle_biased-small,ardupilot_a2_stabilize_readiness_throttle_biased_small.yaml,20260415_072414_ardupilot_manual_alternating_pulse_train_throttle_r4,ardupilot_a2_stabilize_readiness_throttle_biased_small,ardupilot_a2_stabilize_readiness_throttle_biased_small,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_072414_ardupilot_manual_alternating_pulse_train_throttle_r4,ok,0.6920000000000001,0.1,0.1,0.1,0.1,155,33,188,5,-0.1,-0.099,0.0,3.0864197530864215,0.0,100000.00000000001,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
throttle_biased,small,throttle_biased-small,ardupilot_a2_stabilize_readiness_throttle_biased_small.yaml,20260415_072448_ardupilot_manual_alternating_pulse_train_throttle_r5,ardupilot_a2_stabilize_readiness_throttle_biased_small,ardupilot_a2_stabilize_readiness_throttle_biased_small,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_072448_ardupilot_manual_alternating_pulse_train_throttle_r5,ok,0.6920000000000001,0.1,0.1,0.1,0.1,161,30,191,5,-0.1,-0.099,0.0,3.0864197530864215,0.0,100000.00000000001,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
throttle_biased,medium,throttle_biased-medium,ardupilot_a2_stabilize_readiness_throttle_biased_medium.yaml,20260415_072522_ardupilot_manual_alternating_pulse_train_throttle_r1,ardupilot_a2_stabilize_readiness_throttle_biased_medium,ardupilot_a2_stabilize_readiness_throttle_biased_medium,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_072522_ardupilot_manual_alternating_pulse_train_throttle_r1,ok,0.6920000000000001,0.1,0.1,0.1,0.1,158,32,190,5,-0.1,-0.1,0.0,1.5432098765432107,0.0,100000.00000000001,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
throttle_biased,medium,throttle_biased-medium,ardupilot_a2_stabilize_readiness_throttle_biased_medium.yaml,20260415_072557_ardupilot_manual_alternating_pulse_train_throttle_r2,ardupilot_a2_stabilize_readiness_throttle_biased_medium,ardupilot_a2_stabilize_readiness_throttle_biased_medium,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_072557_ardupilot_manual_alternating_pulse_train_throttle_r2,ok,0.6920000000000001,0.1,0.1,0.1,0.1,159,30,189,5,-0.1,-0.1,0.0,1.5432098765432107,0.0,100000.00000000001,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
throttle_biased,medium,throttle_biased-medium,ardupilot_a2_stabilize_readiness_throttle_biased_medium.yaml,20260415_072631_ardupilot_manual_alternating_pulse_train_throttle_r3,ardupilot_a2_stabilize_readiness_throttle_biased_medium,ardupilot_a2_stabilize_readiness_throttle_biased_medium,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_072631_ardupilot_manual_alternating_pulse_train_throttle_r3,ok,0.6920000000000001,0.1,0.1,0.1,0.1,158,32,190,5,-0.1,-0.0995,0.0,1.5432098765432107,0.0,100000.00000000001,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
throttle_biased,medium,throttle_biased-medium,ardupilot_a2_stabilize_readiness_throttle_biased_medium.yaml,20260415_072705_ardupilot_manual_alternating_pulse_train_throttle_r4,ardupilot_a2_stabilize_readiness_throttle_biased_medium,ardupilot_a2_stabilize_readiness_throttle_biased_medium,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_072705_ardupilot_manual_alternating_pulse_train_throttle_r4,ok,0.6920000000000001,0.1,0.1,0.1,0.1,155,33,188,5,-0.1,-0.099,0.0,1.5432098765432107,0.0,100000.00000000001,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
throttle_biased,medium,throttle_biased-medium,ardupilot_a2_stabilize_readiness_throttle_biased_medium.yaml,20260415_072740_ardupilot_manual_alternating_pulse_train_throttle_r5,ardupilot_a2_stabilize_readiness_throttle_biased_medium,ardupilot_a2_stabilize_readiness_throttle_biased_medium,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_072740_ardupilot_manual_alternating_pulse_train_throttle_r5,ok,0.6920000000000001,0.1,0.1,0.1,0.1,156,34,190,5,-0.1,-0.099,0.0,1.5432098765432107,0.0,100000.00000000001,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
